list-il-m,2,2,1,12,111758,9313
list-il-m,2,4,1,24,112602,4691
list-il-m,2,8,1,48,156323,3256
list-il-m,2,16,1,96,275919,2874
list-il-m,2,32,1,192,635539,3310
list-il-m,4,1,1,12,146245,12187
list-il-m,4,2,1,24,129581,5399
list-il-m,4,4,1,48,223391,4653
list-il-m,4,8,1,96,268954,2801
list-il-m,4,16,1,192,533475,2778
list-il-m,4,32,1,384,1225621,3191
list-il-m,8,1,1,24,317678,13236
list-il-m,8,2,1,48,355706,7410
list-il-m,8,4,1,96,345929,3603
list-il-m,8,8,1,192,444581,2315
list-il-m,8,16,1,384,937559,2441
list-il-m,8,32,1,768,2485004,3235
list-il-m,12,1,1,36,452632,12573
list-il-m,12,2,1,72,445776,6191
list-il-m,12,4,1,144,405932,2818
list-il-m,12,8,1,288,650704,2259
list-il-m,12,16,1,576,1447258,2512
list-il-m,12,32,1,1152,3752439,3257
list-il-s,2,1,1,6,91481,15246
list-il-s,2,2,1,12,93702,7808
list-il-s,2,4,1,24,117765,4906
list-il-s,2,8,1,48,144033,3000
list-il-s,2,16,1,96,244804,2550
list-il-s,2,32,1,192,678531,3534
list-il-s,4,1,1,12,144213,12017
list-il-s,4,2,1,24,127805,5325
list-il-s,4,4,1,48,124181,2587
list-il-s,4,8,1,96,239729,2497
list-il-s,4,16,1,192,542424,2825
list-il-s,4,32,1,384,1484684,3866
list-il-s,8,1,1,24,286915,11954
list-il-s,8,2,1,48,251564,5240
list-il-s,8,4,1,96,290190,3022
list-il-s,8,8,1,192,497857,2593
list-il-s,8,16,1,384,1153314,3003
list-il-s,8,32,1,768,3434703,4472
list-il-s,12,1,1,36,466749,12965
list-il-s,12,2,1,72,356663,4953
list-il-s,12,4,1,144,352962,2451
list-il-s,12,8,1,288,715548,2484
list-il-s,12,16,1,576,1764583,3063
list-il-s,12,32,1,1152,5485660,4761
list-dl-none,2,1,1,6,74527,12421
list-dl-none,2,8,1,48,204849,4267
list-dl-none,4,1,1,12,148957,12413
list-dl-none,4,4,1,48,169649,3534
list-dl-none,8,1,1,24,389228,16217
list-dl-none,8,2,1,48,238698,4972
list-dl-none,12,1,1,36,317434,8817
list-dl-s,2,1,1,6,74045,12340
list-dl-s,2,2,1,12,106230,8852
list-dl-s,2,4,1,24,118716,4946
list-dl-s,2,8,1,48,158715,3306
list-dl-s,2,16,1,96,331445,3452
list-dl-s,2,32,1,192,682255,3553
list-dl-s,4,1,1,12,132094,11007
list-dl-s,4,2,1,24,135624,5651
list-dl-s,4,4,1,48,233542,4865
list-dl-s,4,8,1,96,309416,3223
list-dl-s,4,16,1,192,587188,3058
list-dl-s,4,32,1,384,1335060,3476
list-dl-s,8,1,1,24,266961,11123
list-dl-s,8,2,1,48,315965,6582
list-dl-s,8,4,1,96,264996,2760
list-dl-s,8,8,1,192,500269,2605
list-dl-s,8,16,1,384,1049575,2733
list-dl-s,8,32,1,768,3097464,4033
list-dl-s,12,1,1,36,514850,14301
list-dl-s,12,2,1,72,515269,7156
list-dl-s,12,4,1,144,514527,3573
list-dl-s,12,8,1,288,765666,2658
list-dl-s,12,16,1,576,1658404,2879
list-dl-s,12,32,1,1152,5219483,4530
list-dl-m,2,1,1,6,155053,25842
list-dl-m,2,2,1,12,111903,9325
list-dl-m,2,4,1,24,122691,5112
list-dl-m,2,8,1,48,182805,3808
list-dl-m,2,16,1,96,294730,3070
list-dl-m,2,32,1,192,725988,3781
list-dl-m,4,1,1,12,174099,14508
list-dl-m,4,2,1,24,187794,7824
list-dl-m,4,4,1,48,182048,3792
list-dl-m,4,8,1,96,241331,2513
list-dl-m,4,16,1,192,546070,2844
list-dl-m,4,32,1,384,1204930,3137
list-dl-m,8,1,1,24,311369,12973
list-dl-m,8,2,1,48,334975,6978
list-dl-m,8,4,1,96,327837,3414
list-dl-m,8,8,1,192,412367,2147
list-dl-m,8,16,1,384,915066,2382
list-dl-m,8,32,1,768,2601914,3387
list-dl-m,12,1,1,36,486869,13524
list-dl-m,12,2,1,72,564714,7843
list-dl-m,12,4,1,144,502033,3486
list-dl-m,12,8,1,288,643271,2233
list-dl-m,12,16,1,576,1457506,2530
list-dl-m,12,32,1,1152,3894920,3381
list-idl-none,2,2,1,12,110984,9248
list-idl-none,2,4,1,24,105267,4386
list-idl-none,2,16,1,96,284662,2965
list-idl-none,8,1,1,24,317119,13213
list-idl-m,2,1,1,6,106267,17711
list-idl-m,2,2,1,12,126898,10574
list-idl-m,2,4,1,24,151689,6320
list-idl-m,2,8,1,48,241092,5022
list-idl-m,2,16,1,96,311133,3240
list-idl-m,2,32,1,192,730512,3804
list-idl-m,4,1,1,12,166340,13861
list-idl-m,4,2,1,24,152566,6356
list-idl-m,4,4,1,48,182923,3810
list-idl-m,4,8,1,96,289085,3011
list-idl-m,4,16,1,192,573862,2988
list-idl-m,4,32,1,384,1350868,3517
list-idl-m,8,1,1,24,269189,11216
list-idl-m,8,2,1,48,344315,7173
list-idl-m,8,4,1,96,391847,4081
list-idl-m,8,8,1,192,564062,2937
list-idl-m,8,16,1,384,1114420,2902
list-idl-m,8,32,1,768,2643352,3441
list-idl-m,12,1,1,36,432329,12009
list-idl-m,12,2,1,72,474974,6596
list-idl-m,12,4,1,144,675332,4689
list-idl-m,12,8,1,288,679719,2360
list-idl-m,12,16,1,576,1439987,2499
list-idl-m,12,32,1,1152,4239193,3679
list-idl-s,2,1,1,6,94955,15825
list-idl-s,2,2,1,12,137787,11482
list-idl-s,2,4,1,24,112970,4707
list-idl-s,2,8,1,48,174501,3635
list-idl-s,2,16,1,96,323061,3365
list-idl-s,2,32,1,192,726926,3786
list-idl-s,4,1,1,12,150226,12518
list-idl-s,4,2,1,24,208198,8674
list-idl-s,4,4,1,48,168337,3507
list-idl-s,4,8,1,96,277328,2888
list-idl-s,4,16,1,192,606625,3159
